"","Group","Date","Civil.Service.grad","Ethnic.grou","count","total","share","sorter","totalgroup","grp","yvar","minpop"
"47","DCMS",2012,"All grades","Ethnic Minority",40,320,0.125,0.125,FALSE,"DCMS All grades",0.125,0.14
"48","DCMS",2013,"All grades","Ethnic Minority",50,300,0.166666666666667,0.125,FALSE,"DCMS All grades",0.166666666666667,0.14
"49","DECC",2008,"SCS","Ethnic Minority",0,0,NA,0.168674698795181,FALSE,"DECC SCS",NA,0.14
"50","DECC",2010,"All grades","Ethnic Minority",90,640,0.140625,0.168674698795181,FALSE,"DECC All grades",0.140625,0.14
"51","DECC",2008,"All grades","Ethnic Minority",0,0,NA,0.168674698795181,FALSE,"DECC All grades",NA,0.14
"52","DECC",2012,"SCS","Ethnic Minority",0,70,0,0.168674698795181,FALSE,"DECC SCS",0,0.14
"53","DECC",2011,"SCS","Ethnic Minority",0,60,0,0.168674698795181,FALSE,"DECC SCS",0,0.14
"54","DECC",2009,"All grades","Ethnic Minority",90,590,0.152542372881356,0.168674698795181,FALSE,"DECC All grades",0.152542372881356,0.14
"55","DECC",2013,"SCS","Ethnic Minority",0,70,0,0.168674698795181,FALSE,"DECC SCS",0,0.14
"56","DECC",2009,"SCS","Ethnic Minority",0,40,0,0.168674698795181,FALSE,"DECC SCS",0,0.14
"57","DECC",2011,"All grades","Ethnic Minority",120,790,0.151898734177215,0.168674698795181,FALSE,"DECC All grades",0.151898734177215,0.14
"58","DECC",2010,"SCS","Ethnic Minority",0,50,0,0.168674698795181,FALSE,"DECC SCS",0,0.14
"59","DECC",2013,"All grades","Ethnic Minority",140,910,0.153846153846154,0.168674698795181,FALSE,"DECC All grades",0.153846153846154,0.14
"60","DECC",2012,"All grades","Ethnic Minority",140,830,0.168674698795181,0.168674698795181,FALSE,"DECC All grades",0.168674698795181,0.14
"61","Defra",2013,"All grades","Ethnic Minority",250,1570,0.159235668789809,0.158536585365854,FALSE,"Defra All grades",0.159235668789809,0.14
"62","Defra",2012,"SCS","Ethnic Minority",0,90,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"63","Defra",2008,"All grades","Ethnic Minority",340,2230,0.152466367713004,0.158536585365854,FALSE,"Defra All grades",0.152466367713004,0.14
"64","Defra",2010,"All grades","Ethnic Minority",300,1880,0.159574468085106,0.158536585365854,FALSE,"Defra All grades",0.159574468085106,0.14
"65","Defra",2010,"SCS","Ethnic Minority",0,110,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"66","Defra",2012,"All grades","Ethnic Minority",260,1640,0.158536585365854,0.158536585365854,FALSE,"Defra All grades",0.158536585365854,0.14
"67","Defra",2009,"SCS","Ethnic Minority",0,100,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"68","Defra",2011,"SCS","Ethnic Minority",0,110,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"69","Defra",2013,"SCS","Ethnic Minority",0,80,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"70","Defra",2009,"All grades","Ethnic Minority",300,2000,0.15,0.158536585365854,FALSE,"Defra All grades",0.15,0.14
"71","Defra",2011,"All grades","Ethnic Minority",330,2100,0.157142857142857,0.158536585365854,FALSE,"Defra All grades",0.157142857142857,0.14
"72","Defra",2008,"SCS","Ethnic Minority",0,110,0,0.158536585365854,FALSE,"Defra SCS",0,0.14
"73","DfE",2008,"SCS","Ethnic Minority",0,110,0,0.155555555555556,FALSE,"DfE SCS",0,0.14
"74","DfE",2011,"All grades","Ethnic Minority",340,2350,0.14468085106383,0.155555555555556,FALSE,"DfE All grades",0.14468085106383,0.14
"75","DfE",2013,"All grades","Ethnic Minority",800,4950,0.161616161616162,0.155555555555556,FALSE,"DfE All grades",0.161616161616162,0.14
"76","DfE",2010,"SCS","Ethnic Minority",0,120,0,0.155555555555556,FALSE,"DfE SCS",0,0.14
"77","DfE",2008,"All grades","Ethnic Minority",360,2810,0.128113879003559,0.155555555555556,FALSE,"DfE All grades",0.128113879003559,0.14
"78","DfE",2012,"SCS","Ethnic Minority",10,120,0.0833333333333333,0.155555555555556,FALSE,"DfE SCS",0.0833333333333333,0.14
"79","DfE",2010,"All grades","Ethnic Minority",370,2640,0.140151515151515,0.155555555555556,FALSE,"DfE All grades",0.140151515151515,0.14
"80","DfE",2013,"SCS","Ethnic Minority",0,190,0,0.155555555555556,FALSE,"DfE SCS",0,0.14
"81","DfE",2009,"SCS","Ethnic Minority",0,130,0,0.155555555555556,FALSE,"DfE SCS",0,0.14
"82","DfE",2012,"All grades","Ethnic Minority",350,2250,0.155555555555556,0.155555555555556,FALSE,"DfE All grades",0.155555555555556,0.14
"83","DfE",2011,"SCS","Ethnic Minority",10,120,0.0833333333333333,0.155555555555556,FALSE,"DfE SCS",0.0833333333333333,0.14
"84","DfE",2009,"All grades","Ethnic Minority",380,2840,0.133802816901408,0.155555555555556,FALSE,"DfE All grades",0.133802816901408,0.14
"85","DfID",2010,"All grades","Ethnic Minority",140,1140,0.12280701754386,0.12,FALSE,"DfID All grades",0.12280701754386,0.14
"86","DfID",2008,"SCS","Ethnic Minority",10,80,0.125,0.12,FALSE,"DfID SCS",0.125,0.14
"87","DfID",2011,"All grades","Ethnic Minority",130,1080,0.12037037037037,0.12,FALSE,"DfID All grades",0.12037037037037,0.14
"88","DfID",2013,"SCS","Ethnic Minority",10,70,0.142857142857143,0.12,FALSE,"DfID SCS",0.142857142857143,0.14
"89","DfID",2011,"SCS","Ethnic Minority",10,70,0.142857142857143,0.12,FALSE,"DfID SCS",0.142857142857143,0.14
"90","DfID",2008,"All grades","Ethnic Minority",170,1340,0.126865671641791,0.12,FALSE,"DfID All grades",0.126865671641791,0.14
"91","DfID",2012,"SCS","Ethnic Minority",10,70,0.142857142857143,0.12,FALSE,"DfID SCS",0.142857142857143,0.14
"92","DfID",2013,"All grades","Ethnic Minority",110,940,0.117021276595745,0.12,FALSE,"DfID All grades",0.117021276595745,0.14
"93","DfID",2009,"SCS","Ethnic Minority",10,80,0.125,0.12,FALSE,"DfID SCS",0.125,0.14
"94","DfID",2012,"All grades","Ethnic Minority",120,1000,0.12,0.12,FALSE,"DfID All grades",0.12,0.14
"95","DfID",2009,"All grades","Ethnic Minority",160,1250,0.128,0.12,FALSE,"DfID All grades",0.128,0.14
"96","DfID",2010,"SCS","Ethnic Minority",10,80,0.125,0.12,FALSE,"DfID SCS",0.125,0.14
"97","DfT",2011,"All grades","Ethnic Minority",260,1580,0.164556962025316,0.164179104477612,FALSE,"DfT All grades",0.164556962025316,0.14
"98","DfT",2008,"SCS","Ethnic Minority",0,140,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"99","DfT",2012,"SCS","Ethnic Minority",0,100,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"100","DfT",2011,"SCS","Ethnic Minority",0,110,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"101","DfT",2008,"All grades","Ethnic Minority",260,1800,0.144444444444444,0.164179104477612,FALSE,"DfT All grades",0.144444444444444,0.14
"102","DfT",2012,"All grades","Ethnic Minority",220,1340,0.164179104477612,0.164179104477612,FALSE,"DfT All grades",0.164179104477612,0.14
"103","DfT",2009,"SCS","Ethnic Minority",0,130,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"104","DfT",2013,"SCS","Ethnic Minority",0,90,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"105","DfT",2010,"All grades","Ethnic Minority",260,1790,0.145251396648045,0.164179104477612,FALSE,"DfT All grades",0.145251396648045,0.14
"106","DfT",2009,"All grades","Ethnic Minority",240,1710,0.140350877192982,0.164179104477612,FALSE,"DfT All grades",0.140350877192982,0.14
"107","DfT",2013,"All grades","Ethnic Minority",250,1310,0.190839694656489,0.164179104477612,FALSE,"DfT All grades",0.190839694656489,0.14
"108","DfT",2010,"SCS","Ethnic Minority",0,140,0,0.164179104477612,FALSE,"DfT SCS",0,0.14
"109","DH",2011,"All grades","Ethnic Minority",430,2520,0.170634920634921,0.170403587443946,FALSE,"DH All grades",0.170634920634921,0.14
"110","DH",2012,"SCS","Ethnic Minority",10,200,0.05,0.170403587443946,FALSE,"DH SCS",0.05,0.14
"111","DH",2009,"SCS","Ethnic Minority",20,240,0.0833333333333333,0.170403587443946,FALSE,"DH SCS",0.0833333333333333,0.14
"112","DH",2012,"All grades","Ethnic Minority",380,2230,0.170403587443946,0.170403587443946,FALSE,"DH All grades",0.170403587443946,0.14
"113","DH",2008,"SCS","Ethnic Minority",10,240,0.0416666666666667,0.170403587443946,FALSE,"DH SCS",0.0416666666666667,0.14
"114","DH",2009,"All grades","Ethnic Minority",360,2140,0.168224299065421,0.170403587443946,FALSE,"DH All grades",0.168224299065421,0.14
"115","DH",2013,"SCS","Ethnic Minority",10,210,0.0476190476190476,0.170403587443946,FALSE,"DH SCS",0.0476190476190476,0.14
"116","DH",2010,"All grades","Ethnic Minority",430,2530,0.1699604743083,0.170403587443946,FALSE,"DH All grades",0.1699604743083,0.14
"117","DH",2008,"All grades","Ethnic Minority",340,2060,0.16504854368932,0.170403587443946,FALSE,"DH All grades",0.16504854368932,0.14
"118","DH",2010,"SCS","Ethnic Minority",20,270,0.0740740740740741,0.170403587443946,FALSE,"DH SCS",0.0740740740740741,0.14
"119","DH",2013,"All grades","Ethnic Minority",370,2140,0.172897196261682,0.170403587443946,FALSE,"DH All grades",0.172897196261682,0.14
"120","DH",2011,"SCS","Ethnic Minority",20,240,0.0833333333333333,0.170403587443946,FALSE,"DH SCS",0.0833333333333333,0.14
"121","DWP",2012,"SCS","Ethnic Minority",10,210,0.0476190476190476,0.109852099236641,FALSE,"DWP SCS",0.0476190476190476,0.14
"122","DWP",2010,"All grades","Ethnic Minority",10150,93200,0.108905579399142,0.109852099236641,FALSE,"DWP All grades",0.108905579399142,0.14
"123","DWP",2009,"SCS","Ethnic Minority",10,270,0.037037037037037,0.109852099236641,FALSE,"DWP SCS",0.037037037037037,0.14
"124","DWP",2012,"All grades","Ethnic Minority",9210,83840,0.109852099236641,0.109852099236641,FALSE,"DWP All grades",0.109852099236641,0.14
"125","DWP",2008,"All grades","Ethnic Minority",10100,100560,0.100437549721559,0.109852099236641,FALSE,"DWP All grades",0.100437549721559,0.14
"126","DWP",2011,"SCS","Ethnic Minority",10,260,0.0384615384615385,0.109852099236641,FALSE,"DWP SCS",0.0384615384615385,0.14
"127","DWP",2009,"All grades","Ethnic Minority",9670,91490,0.105694611432943,0.109852099236641,FALSE,"DWP All grades",0.105694611432943,0.14
"128","DWP",2013,"SCS","Ethnic Minority",10,190,0.0526315789473684,0.109852099236641,FALSE,"DWP SCS",0.0526315789473684,0.14
"129","DWP",2011,"All grades","Ethnic Minority",9730,89440,0.10878801431127,0.109852099236641,FALSE,"DWP All grades",0.10878801431127,0.14
"130","DWP",2008,"SCS","Ethnic Minority",10,280,0.0357142857142857,0.109852099236641,FALSE,"DWP SCS",0.0357142857142857,0.14
"131","DWP",2010,"SCS","Ethnic Minority",10,280,0.0357142857142857,0.109852099236641,FALSE,"DWP SCS",0.0357142857142857,0.14
"132","DWP",2013,"All grades","Ethnic Minority",9020,81330,0.1109061846797,0.109852099236641,FALSE,"DWP All grades",0.1109061846797,0.14
"133","FCO",2013,"All grades","Ethnic Minority",430,3490,0.123209169054441,0.114519427402863,FALSE,"FCO All grades",0.123209169054441,0.14
"134","FCO",2010,"SCS","Ethnic Minority",10,240,0.0416666666666667,0.114519427402863,FALSE,"FCO SCS",0.0416666666666667,0.14
"135","FCO",2012,"SCS","Ethnic Minority",10,390,0.0256410256410256,0.114519427402863,FALSE,"FCO SCS",0.0256410256410256,0.14
"136","FCO",2008,"All grades","Ethnic Minority",540,4860,0.111111111111111,0.114519427402863,FALSE,"FCO All grades",0.111111111111111,0.14
"137","FCO",2010,"All grades","Ethnic Minority",360,2910,0.123711340206186,0.114519427402863,FALSE,"FCO All grades",0.123711340206186,0.14
"138","FCO",2012,"All grades","Ethnic Minority",560,4890,0.114519427402863,0.114519427402863,FALSE,"FCO All grades",0.114519427402863,0.14
"139","FCO",2009,"SCS","Ethnic Minority",10,330,0.0303030303030303,0.114519427402863,FALSE,"FCO SCS",0.0303030303030303,0.14
"140","FCO",2011,"All grades","Ethnic Minority",340,2740,0.124087591240876,0.114519427402863,FALSE,"FCO All grades",0.124087591240876,0.14
"141","FCO",2011,"SCS","Ethnic Minority",10,220,0.0454545454545455,0.114519427402863,FALSE,"FCO SCS",0.0454545454545455,0.14
"142","FCO",2013,"SCS","Ethnic Minority",20,360,0.0555555555555556,0.114519427402863,FALSE,"FCO SCS",0.0555555555555556,0.14
"143","FCO",2009,"All grades","Ethnic Minority",530,4690,0.113006396588486,0.114519427402863,FALSE,"FCO All grades",0.113006396588486,0.14
"144","FCO",2008,"SCS","Ethnic Minority",10,360,0.0277777777777778,0.114519427402863,FALSE,"FCO SCS",0.0277777777777778,0.14
"145","HMRC",2009,"SCS","Ethnic Minority",10,330,0.0303030303030303,0.079708858512338,FALSE,"HMRC SCS",0.0303030303030303,0.14
"146","HMRC",2008,"SCS","Ethnic Minority",10,330,0.0303030303030303,0.079708858512338,FALSE,"HMRC SCS",0.0303030303030303,0.14
"147","HMRC",2011,"All grades","Ethnic Minority",4180,55550,0.0752475247524752,0.079708858512338,FALSE,"HMRC All grades",0.0752475247524752,0.14
"148","HMRC",2010,"SCS","Ethnic Minority",10,330,0.0303030303030303,0.079708858512338,FALSE,"HMRC SCS",0.0303030303030303,0.14
"149","HMRC",2012,"All grades","Ethnic Minority",4490,56330,0.079708858512338,0.079708858512338,FALSE,"HMRC All grades",0.079708858512338,0.14
"150","HMRC",2008,"All grades","Ethnic Minority",4490,60330,0.0744240013260401,0.079708858512338,FALSE,"HMRC All grades",0.0744240013260401,0.14
"151","HMRC",2012,"SCS","Ethnic Minority",10,320,0.03125,0.079708858512338,FALSE,"HMRC SCS",0.03125,0.14
"152","HMRC",2010,"All grades","Ethnic Minority",4540,59200,0.0766891891891892,0.079708858512338,FALSE,"HMRC All grades",0.0766891891891892,0.14
"153","HMRC",2009,"All grades","Ethnic Minority",4480,59800,0.0749163879598662,0.079708858512338,FALSE,"HMRC All grades",0.0749163879598662,0.14
"154","HMRC",2013,"SCS","Ethnic Minority",10,290,0.0344827586206897,0.079708858512338,FALSE,"HMRC SCS",0.0344827586206897,0.14
"155","HMRC",2011,"SCS","Ethnic Minority",10,340,0.0294117647058824,0.079708858512338,FALSE,"HMRC SCS",0.0294117647058824,0.14
"156","HMRC",2013,"All grades","Ethnic Minority",4470,55340,0.0807734007950849,0.079708858512338,FALSE,"HMRC All grades",0.0807734007950849,0.14
"157","HMT",2008,"SCS","Ethnic Minority",0,100,0,0.164948453608247,FALSE,"HMT SCS",0,0.14
"158","HMT",2009,"SCS","Ethnic Minority",0,80,0,0.164948453608247,FALSE,"HMT SCS",0,0.14
"159","HMT",2008,"All grades","Ethnic Minority",170,1120,0.151785714285714,0.164948453608247,FALSE,"HMT All grades",0.151785714285714,0.14
"160","HMT",2011,"All grades","Ethnic Minority",200,1210,0.165289256198347,0.164948453608247,FALSE,"HMT All grades",0.165289256198347,0.14
"161","HMT",2010,"SCS","Ethnic Minority",10,140,0.0714285714285714,0.164948453608247,FALSE,"HMT SCS",0.0714285714285714,0.14
"162","HMT",2009,"All grades","Ethnic Minority",210,1230,0.170731707317073,0.164948453608247,FALSE,"HMT All grades",0.170731707317073,0.14
"163","HMT",2012,"All grades","Ethnic Minority",160,970,0.164948453608247,0.164948453608247,FALSE,"HMT All grades",0.164948453608247,0.14
"164","HMT",2012,"SCS","Ethnic Minority",10,100,0.1,0.164948453608247,FALSE,"HMT SCS",0.1,0.14
"165","HMT",2013,"All grades","Ethnic Minority",220,1160,0.189655172413793,0.164948453608247,FALSE,"HMT All grades",0.189655172413793,0.14
"166","HMT",2013,"SCS","Ethnic Minority",10,110,0.0909090909090909,0.164948453608247,FALSE,"HMT SCS",0.0909090909090909,0.14
"167","HMT",2010,"All grades","Ethnic Minority",230,1310,0.175572519083969,0.164948453608247,FALSE,"HMT All grades",0.175572519083969,0.14
"168","HMT",2011,"SCS","Ethnic Minority",10,120,0.0833333333333333,0.164948453608247,FALSE,"HMT SCS",0.0833333333333333,0.14
"169","HO",2008,"All grades","Ethnic Minority",240,1460,0.164383561643836,0.217768147345612,FALSE,"HO All grades",0.164383561643836,0.14
"170","HO",2012,"All grades","Ethnic Minority",2010,9230,0.217768147345612,0.217768147345612,FALSE,"HO All grades",0.217768147345612,0.14
"171","HO",2013,"SCS","Ethnic Minority",10,140,0.0714285714285714,0.217768147345612,FALSE,"HO SCS",0.0714285714285714,0.14
"172","HO",2009,"All grades","Ethnic Minority",530,2580,0.205426356589147,0.217768147345612,FALSE,"HO All grades",0.205426356589147,0.14
"173","HO",2013,"All grades","Ethnic Minority",2180,9970,0.218655967903711,0.217768147345612,FALSE,"HO All grades",0.218655967903711,0.14
"174","HO",2008,"SCS","Ethnic Minority",10,60,0.166666666666667,0.217768147345612,FALSE,"HO SCS",0.166666666666667,0.14
"175","HO",2009,"SCS","Ethnic Minority",10,130,0.0769230769230769,0.217768147345612,FALSE,"HO SCS",0.0769230769230769,0.14
"176","HO",2010,"SCS","Ethnic Minority",10,130,0.0769230769230769,0.217768147345612,FALSE,"HO SCS",0.0769230769230769,0.14
"177","HO",2012,"SCS","Ethnic Minority",10,140,0.0714285714285714,0.217768147345612,FALSE,"HO SCS",0.0714285714285714,0.14
"178","HO",2011,"All grades","Ethnic Minority",580,2620,0.221374045801527,0.217768147345612,FALSE,"HO All grades",0.221374045801527,0.14
"179","HO",2010,"All grades","Ethnic Minority",600,2900,0.206896551724138,0.217768147345612,FALSE,"HO All grades",0.206896551724138,0.14
"180","HO",2011,"SCS","Ethnic Minority",10,110,0.0909090909090909,0.217768147345612,FALSE,"HO SCS",0.0909090909090909,0.14
"181","MoD",2009,"SCS","Ethnic Minority",0,260,0,0.0366470092670598,FALSE,"MoD SCS",0,0.14
"182","MoD",2009,"All grades","Ethnic Minority",1820,56430,0.0322523480418217,0.0366470092670598,FALSE,"MoD All grades",0.0322523480418217,0.14
"183","MoD",2012,"All grades","Ethnic Minority",1740,47480,0.0366470092670598,0.0366470092670598,FALSE,"MoD All grades",0.0366470092670598,0.14
"184","MoD",2008,"SCS","Ethnic Minority",0,240,0,0.0366470092670598,FALSE,"MoD SCS",0,0.14
"185","MoD",2010,"SCS","Ethnic Minority",10,270,0.037037037037037,0.0366470092670598,FALSE,"MoD SCS",0.037037037037037,0.14
"186","MoD",2013,"SCS","Ethnic Minority",10,220,0.0454545454545455,0.0366470092670598,FALSE,"MoD SCS",0.0454545454545455,0.14
"187","MoD",2008,"All grades","Ethnic Minority",1820,57970,0.0313955494221149,0.0366470092670598,FALSE,"MoD All grades",0.0313955494221149,0.14
"188","MoD",2011,"All grades","Ethnic Minority",1660,53630,0.0309528249114302,0.0366470092670598,FALSE,"MoD All grades",0.0309528249114302,0.14
"189","MoD",2010,"All grades","Ethnic Minority",1820,56960,0.0319522471910112,0.0366470092670598,FALSE,"MoD All grades",0.0319522471910112,0.14
"190","MoD",2013,"All grades","Ethnic Minority",1650,43200,0.0381944444444444,0.0366470092670598,FALSE,"MoD All grades",0.0381944444444444,0.14
"191","MoD",2012,"SCS","Ethnic Minority",10,220,0.0454545454545455,0.0366470092670598,FALSE,"MoD SCS",0.0454545454545455,0.14
"192","MoD",2011,"SCS","Ethnic Minority",10,240,0.0416666666666667,0.0366470092670598,FALSE,"MoD SCS",0.0416666666666667,0.14
"193","MoJ",2010,"SCS","Ethnic Minority",10,110,0.0909090909090909,0.164794007490637,FALSE,"MoJ SCS",0.0909090909090909,0.14
"194","MoJ",2012,"SCS","Ethnic Minority",10,90,0.111111111111111,0.164794007490637,FALSE,"MoJ SCS",0.111111111111111,0.14
"195","MoJ",2010,"All grades","Ethnic Minority",540,2250,0.24,0.164794007490637,FALSE,"MoJ All grades",0.24,0.14
"196","MoJ",2012,"All grades","Ethnic Minority",440,2670,0.164794007490637,0.164794007490637,FALSE,"MoJ All grades",0.164794007490637,0.14
"197","MoJ",2009,"SCS","Ethnic Minority",10,80,0.125,0.164794007490637,FALSE,"MoJ SCS",0.125,0.14
"198","MoJ",2008,"All grades","Ethnic Minority",540,2170,0.248847926267281,0.164794007490637,FALSE,"MoJ All grades",0.248847926267281,0.14
"199","MoJ",2011,"SCS","Ethnic Minority",10,100,0.1,0.164794007490637,FALSE,"MoJ SCS",0.1,0.14
"200","MoJ",2013,"SCS","Ethnic Minority",0,80,0,0.164794007490637,FALSE,"MoJ SCS",0,0.14
"201","MoJ",2009,"All grades","Ethnic Minority",440,1740,0.252873563218391,0.164794007490637,FALSE,"MoJ All grades",0.252873563218391,0.14
"202","MoJ",2011,"All grades","Ethnic Minority",580,3310,0.175226586102719,0.164794007490637,FALSE,"MoJ All grades",0.175226586102719,0.14
"203","MoJ",2008,"SCS","Ethnic Minority",10,100,0.1,0.164794007490637,FALSE,"MoJ SCS",0.1,0.14
"204","MoJ",2013,"All grades","Ethnic Minority",470,2760,0.170289855072464,0.164794007490637,FALSE,"MoJ All grades",0.170289855072464,0.14
"205","Whitehall",2008,"SCS","Ethnic Minority",110,2630,0.0418250950570342,0.0954055535257581,TRUE,"Whitehall SCS",0.0418250950570342,0.14
"206","Whitehall",2008,"All grades","Ethnic Minority",20520,245120,0.0837140992167102,0.0954055535257581,TRUE,"Whitehall All grades",0.0837140992167102,0.14
"207","Whitehall",2009,"SCS","Ethnic Minority",110,2650,0.0415094339622641,0.0954055535257581,TRUE,"Whitehall SCS",0.0415094339622641,0.14
"208","Whitehall",2009,"All grades","Ethnic Minority",20480,234710,0.0872566145456095,0.0954055535257581,TRUE,"Whitehall All grades",0.0872566145456095,0.14
